"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217707_x_at",-2.25497320736415,9.41692922847409,-10.1779759831664,4.20015151464774e-06,0.0016521099572904,4.89565304865022
"204115_at",-2.96487990461051,9.55163504931277,-10.1292694885033,4.36523495815621e-06,0.00170222911194812,4.8592286649275
"219476_at",4.30684637171281,3.77115270798945,10.1139072579449,4.41878323914348e-06,0.00170222911194812,4.84769974616678
"210052_s_at",5.96941843910987,4.69991722915143,10.1132842984978,4.420969984392e-06,0.00170222911194812,4.8472318215623
"201251_at",2.30182468214528,9.31145571938512,10.0890950776863,4.50681373646191e-06,0.00172314714014724,4.82903770029911
"225868_at",2.39693773449167,6.2738928427841,10.0753804719827,4.55630330075132e-06,0.00172460690040607,4.81870060168228
"217452_s_at",-3.79522599752677,4.42248244434756,-10.0553081307395,4.62982296675529e-06,0.00172460690040607,4.80354330681148
"235561_at",-2.56162640205357,6.01164683921252,-10.0399146381528,4.68709510793643e-06,0.00172460690040607,4.79189642427981
"241991_at",-2.17224993958872,6.54829586640225,-10.0359490699463,4.70197590225844e-06,0.00172460690040607,4.78889282860566
"209550_at",-2.17530901095772,8.97494967483836,-10.0241891107916,4.74641351093947e-06,0.00172460690040607,4.77997788560894
"1555112_a_at",-2.06865916028023,5.9286622352576,-10.0095789689617,4.80226991781776e-06,0.00172460690040607,4.76888616117761
"211276_at",-3.09125652953388,8.40295420437879,-10.0095303571003,4.80245697727186e-06,0.00172460690040607,4.76884922617052
"215058_at",-3.04881499652919,7.92530286766308,-10.0084625471915,4.8065679669482e-06,0.00172460690040607,4.76803786046698
"218829_s_at",2.73460068977058,6.92508355309388,9.99603687567022,4.8546933484425e-06,0.00172460690040607,4.75858928975774
"222077_s_at",2.87451551481288,7.60484804075687,9.97283173318441,4.94600282547829e-06,0.00172460690040607,4.74090917084316
"239183_at",-3.76884019721842,4.81041525598205,-9.96810521088145,4.96483320132958e-06,0.00172460690040607,4.73730244798358
"218883_s_at",3.01454370119857,6.40945325330111,9.96564009142618,4.97468566310713e-06,0.00172460690040607,4.7354206125174
"227371_at",3.96873407606717,4.99874016367457,9.94240761471463,5.06861043190381e-06,0.00172460690040607,4.71766006562482
"209758_s_at",4.05722773978715,4.506143682851,9.94208675563769,5.06992127279482e-06,0.00172460690040607,4.71741445862958
"209825_s_at",2.94806760720445,5.5842119644066,9.93073940890024,5.11652197332098e-06,0.00172460690040607,4.70872283114302
"241698_at",-2.74540890597426,5.27619616577384,-9.92554202264138,5.13802445420553e-06,0.00172460690040607,4.70473818887948
"209242_at",-2.88436967588121,11.1966691541225,-9.91814742297165,5.1687897459082e-06,0.00172460690040607,4.69906507251168
"218960_at",6.04767168897076,5.33404856201617,9.90716841292769,5.21484473626711e-06,0.00172460690040607,4.69063343392536
"212813_at",-2.42879916563866,8.61643755298247,-9.90143523654215,5.23907473952075e-06,0.00172460690040607,4.68622640396951
"239148_at",2.51044753703404,4.54888210642654,9.89602870170093,5.26203845104954e-06,0.00172460690040607,4.68206789472462
"202487_s_at",1.80710809819791,8.32269556189029,9.88286436968911,5.31841982424011e-06,0.00172460690040607,4.67193194694525
"1555800_at",-5.9498560495578,3.51939153109389,-9.87991660942131,5.33113615944744e-06,0.00172460690040607,4.66966027596755
"1563581_at",-1.94929877419017,2.39521636214345,-9.87394312281114,5.35700847093138e-06,0.00172460690040607,4.66505457299097
"238115_at",-1.98367744373606,5.92641801919199,-9.86571300395019,5.39288256688552e-06,0.00172460690040607,4.65870395299146
"1558750_a_at",4.30791164992098,3.17642102818235,9.85543602761782,5.43805242188159e-06,0.00172460690040607,4.6507657701875
"225387_at",-2.7415783418824,7.72272319168076,-9.82937283957248,5.55449523177648e-06,0.00172460690040607,4.63059330324116
"240509_s_at",-4.23544250370317,2.48878156916447,-9.82786069155029,5.56133525939427e-06,0.00172460690040607,4.6294211340023
"219787_s_at",3.5606082016166,6.49789634984288,9.82421987703071,5.57784233208204e-06,0.00172460690040607,4.62659808236322
"227361_at",-3.87547586858236,6.3440307814065,-9.82340582535677,5.58154056885615e-06,0.00172460690040607,4.62596671858312
"232510_s_at",2.44266835542455,6.75201111366665,9.81350532343567,5.62673637175719e-06,0.00172460690040607,4.61828349740163
"242831_at",-3.43730687583262,1.71865343791631,-9.81079333409599,5.63918715316426e-06,0.00172460690040607,4.61617740068879
"225687_at",3.37842794240717,5.497546977983,9.80765899847242,5.65361492201668e-06,0.00172460690040607,4.61374252453744
"239822_at",-3.02215941363057,3.48178974238388,-9.80622915940484,5.66021022582581e-06,0.00172460690040607,4.61263148719659
"223126_s_at",-2.1434994108454,6.5232757258232,-9.79921076332723,5.69270710832099e-06,0.00172460690040607,4.60717537568409
"204749_at",-3.49755686449773,7.07196014112763,-9.793241220908,5.72051005184538e-06,0.00172460690040607,4.60253129396157
"224376_s_at",2.14329815632321,8.42262928850304,9.79146123215431,5.72882934334294e-06,0.00172460690040607,4.60114593244966
"1552797_s_at",4.4301811899252,7.03045908144364,9.77693679771946,5.79721594333783e-06,0.00172460690040607,4.58983134348245
"204260_at",-4.71984831716717,6.85254248326155,-9.77544837790924,5.80427486129283e-06,0.00172460690040607,4.5886708261652
"219148_at",5.30544159447403,4.23246881761604,9.77301734743881,5.81582462518762e-06,0.00172460690040607,4.58677494438648
"211160_x_at",2.03925728975934,7.96822311597273,9.7723780987007,5.81886590039351e-06,0.00172460690040607,4.58627632990479
"205675_at",-3.56188501892772,4.5383736343846,-9.76544681385622,5.85195524042116e-06,0.00172460690040607,4.58086764546429
"235867_at",-2.30241928217086,6.40771116135475,-9.76218570327159,5.86759546637475e-06,0.00172460690040607,4.57832146221442
